,iiter,emptycol,total_time,b,ObjVal,LB,x_sol,Kbar,K,Ins
58,-1,,16.775524139404297,10,276.0,275.4140625,[  0   1   3   8  23 126 170 257 259 306],0,49,37
59,-1,,121.14259696006776,10,262.55955600738525,261.5818476676941,[  0   2  59  77  92 126 155 229 289 354],0,461,146
60,-1,,1.2932138442993164,10,211.0,211.0,[  4   5 159 160 167 173 182 230 265 320],0,1,147
61,-1,,0.4482448101043701,10,199.0,197.0,[  0   1   2   3   4   5   6   7   8 107],0,1,36
62,-1,,0.443540096282959,10,199.0,197.0,[  0   1   2   3   4   5   6   7   8 107],0,1,36
63,-1,,2164.4845860004425,10,278.91809760034084,278.51978527009487,[  0   1  23  33 102 172 183 259 271 300],0,3860,26
64,-1,,2158.764429092407,10,278.91809760034084,278.51978527009487,[  0   1  23  33 102 172 183 259 271 300],0,3860,26
65,-1,,1370.6604089736938,10,278.9201402068138,276.4945932626724,[  0   1  33 170 172 183 199 259 271 300],0,3533,26
66,-1,,0.8665480613708496,10,229.0,229.0,[  0   1   2   4 100 108 143 220 253 369],0,1,142
67,-1,,14.673285007476808,10,181.41650390625,180.93212890625,[  1   2  59  81 121 202 236 239 332 370],0,24,33
68,-1,,15.164807081222534,10,181.41650390625,180.93212890625,[  1   2  59  81 121 202 236 239 332 370],0,24,33
69,-1,,5.122809171676636,10,169.0,169.0,[  0   7  81 122 136 144 208 314 350 351],0,6,25
70,-1,,5.188443899154663,10,169.0,169.0,[  0   7  81 122 136 144 208 314 350 351],0,6,25
71,-1,,80.27933597564697,10,143.0,142.9423828125,[  1   5 103 185 192 228 327 340 361 368],0,580,31
72,-1,,82.3348171710968,10,143.0,142.9423828125,[  1   5 103 185 192 228 327 340 361 368],0,580,31
73,-1,,169.0467541217804,10,272.0910110473633,269.9996109008789,[  0   9  11 217 265 282 291 300 349 359],0,699,140
74,-1,,1590.8369567394257,10,149.84160222113132,148.86289035528898,[  2   6  65  66 155 192 215 244 245 306],0,5822,141
75,-1,,1294.4880719184875,10,276.79553998447955,276.30091989040375,[  0   1   3  21  60 144 178 268 276 319],0,1657,18
76,-1,,1216.2773430347445,10,276.79553998447955,276.30091989040375,[  0   1   3  21  60 144 178 268 276 319],0,1657,18
77,-1,,416.9405529499054,10,276.79723131656647,275.01407277584076,[  0   1   3  21  60 144 178 276 309 319],0,1000,18
78,-1,,772.5208170413971,10,315.66982880035357,314.74808968647267,[  5  37  38 115 206 214 291 299 308 323],0,1184,30
79,-1,,797.5127139091492,10,315.66982880035357,314.74808968647267,[  5  37  38 115 206 214 291 299 308 323],0,1184,30
80,-1,,173.79819107055664,10,315.6719009876251,313.0334703922272,[  5  37  38 115 206 214 291 299 308 323],0,616,30
81,-1,,19.601041316986084,10,241.8690643310547,241.3109436035156,[  0   1  28  34 140 145 168 229 258 284],0,55,24
82,-1,,20.5389347076416,10,241.8690643310547,241.3109436035156,[  0   1  28  34 140 145 168 229 258 284],0,55,24
83,-1,,2.555474758148194,10,480.0,480.0,[  1   2  34  83 106 128 144 151 152 260],0,2,29
84,-1,,2.7077431678771973,10,480.0,480.0,[  1   2  34  83 106 128 144 151 152 260],0,2,29
85,-1,,241.97987818717957,10,212.896484375,212.863037109375,[  0   1 104 129 172 174 178 212 315 339],0,646,15
86,-1,,251.08560466766355,10,212.896484375,212.863037109375,[  0   1 104 129 172 174 178 212 315 339],0,646,15
87,-1,,0.4294919967651367,10,102.0,102.0,[  0   1   2   3   4   5   6   7 206 222],0,1,14
88,-1,,0.4275918006896972,10,102.0,102.0,[  0   1   2   3   4   5   6   7 206 222],0,1,14
89,-1,,15.24850606918335,10,153.0,153.0,[  0   4  29 111 246 268 311 384 388 390],0,59,16
90,-1,,15.793270111083984,10,153.0,153.0,[  0   4  29 111 246 268 311 384 388 390],0,59,16
91,-1,,0.4360897541046142,10,298.0,298.0,[ 0  1  2  3  4  5  6  7  8 27],0,1,17
92,-1,,0.4389607906341553,10,298.0,298.0,[ 0  1  2  3  4  5  6  7  8 27],0,1,17
93,-1,,0.4471209049224853,10,252.0,252.0,[  0   1   2   3   4   5   6   7  81 141],0,1,13
94,-1,,0.446077823638916,10,252.0,252.0,[  0   1   2   3   4   5   6   7  81 141],0,1,13
95,-1,,19.923254013061523,10,323.0,323.0,[  0  38  42 216 217 265 278 317 330 345],0,83,10
96,-1,,20.784835815429688,10,323.0,323.0,[  0  38  42 216 217 265 278 317 330 345],0,83,10
97,-1,,2.7522239685058594,10,116.0,116.0,[  0   1  35  38 210 223 233 326 373 390],0,6,149
98,-1,,0.4247879981994629,10,114.0,114.0,[0 1 2 3 4 5 6 7 8 9],0,1,148
99,-1,,236.26322889328003,10,346.26108780503273,345.52153423428535,[  0   1  56 101 109 114 161 233 293 400],0,462,76
100,-1,,0.4517760276794433,10,81.0,81.0,[  0   1   2   3   4   5   6   7   8 140],0,1,89
101,-1,,1581.410454750061,10,232.51311060786247,230.39798706769943,[  0   5  55 103 104 182 222 233 328 375],0,5148,113
102,-1,,14.43256402015686,10,212.16712951660156,210.83831787109375,[  0   3   4  51 170 202 206 221 302 339],0,48,107
103,-1,,1.3326799869537354,10,245.25,244.75,[  0   1   2   3   4  11  38  71 255 359],0,2,106
104,-1,,9.511917114257812,10,344.1524658203125,341.368896484375,[  0   1  62  63 126 139 173 227 236 268],0,16,112
105,-1,,3.784010887145996,10,544.0,543.0,[  2 106 113 137 164 206 296 298 299 342],0,1,63
106,-1,,2973.5730419158936,10,191.01957468746787,189.8636600108948,[  0   1   8  24  32  37 133 305 333 348],0,4953,49
107,-1,,205.31244015693665,10,191.02064728736875,189.29919600486755,[  0   1   8  24  32  37 133 305 333 348],0,833,49
108,-1,,6.093975067138672,10,239.1171875,238.296875,[  0   2  28  29  33  92 112 292 337 339],0,5,75
109,-1,,116.40583682060242,10,184.8591620773077,184.7548198401928,[  0   1   6  81  85  97 141 199 275 309],0,216,61
110,-1,,1.2723181247711182,10,232.0,231.0,[  0  27  30  33  49 100 160 235 336 342],0,1,138
111,-1,,701.2376139163971,10,245.0895503759384,243.35670018196103,[138 143 162 167 197 218 219 244 273 293],0,3562,110
112,-1,,136.22138595581055,10,260.40584564208984,258.6401309967041,[  0   2   9  23  50  96 158 202 214 219],0,429,105
113,-1,,0.4975528717041015,10,134.0,134.0,[0 1 2 3 4 5 6 7 8 9],0,1,60
114,-1,,0.4524071216583252,10,239.0,239.0,[  0   1   2   3   4   5   6   7  71 305],0,1,74
115,-1,,3.099336862564087,10,240.0,240.0,[  1   2  74  75 292 311 328 334 346 355],0,4,101
116,-1,,3.494410276412964,10,227.0,227.0,[  0  23 154 241 287 310 325 332 359 360],0,14,115
117,-1,,1.3940448760986328,10,595.0,595.0,[  0  85 207 223 226 227 245 305 326 327],0,2,128
118,-1,,2.3369672298431396,10,115.0,115.0,[  0   4  23  24 158 300 383 384 385 387],0,3,114
119,-1,,412.7346529960632,10,202.9943041801453,202.98410093784332,[  0   3   4  92  95  96 226 278 353 402],0,890,100
120,-1,,64.63977384567261,10,202.9949493408203,201.61429119110107,[  3   4  92  96 201 202 226 278 353 402],0,263,100
121,-1,,40.96142315864563,10,136.4445168375969,136.36538004875183,[  0   1  39  98 106 111 128 242 333 343],0,123,59
122,-1,,499.2340080738067,10,168.3828125,168.31198120117188,[  0   2  17  67 128 148 149 154 304 363],0,1215,65
123,-1,,224.57632279396057,10,168.3843002319336,168.0160369873047,[  0   2  17  67 128 148 149 154 304 363],0,1137,65
124,-1,,3.128711223602295,10,158.0,158.0,[  0   5  44  47 138 190 255 261 327 374],0,11,67
125,-1,,3534.342852830887,10,211.22299017285695,210.61241953261197,[  2   8   9 229 270 273 285 302 309 327],0,6206,73
126,-1,,794.634113073349,10,211.22507631778717,209.6400136947632,[  2   8   9 229 270 273 285 302 309 327],0,3179,73
127,-1,,1805.271355867386,10,171.67068529129028,170.94697976112366,[  0  26  69  98 163 181 182 193 211 337],0,3929,98
128,-1,,1080.8007349967957,10,171.6717300415039,170.17063879966736,[  0  26  69  98 163 181 182 193 211 337],0,3448,98
129,-1,,0.4326260089874267,10,117.0,117.0,[  0   1   2   3   4   5   6   7 190 317],0,1,116
130,-1,,4.438698053359985,10,202.0,202.0,[  3   4  49  64  76  92 166 195 209 350],0,7,103
131,-1,,3.2313320636749268,10,132.0,132.0,[  0   1   2   3   4   5  74  76  86 103],0,11,117
132,-1,,0.4442708492279053,10,146.0,146.0,[0 1 2 3 4 5 6 7 8 9],0,1,99
